sample,format,dataset,task,trans,feature,label,batch,l_pre,l_mp,l_post,stage,bn,act,drop,agg,optim,lr,epoch,loss,loss_std,params,time_iter,time_iter_std,accuracy,accuracy_std,precision,precision_std,recall,recall_std,f1,f1_std,auc,auc_std
bn,PyG,TU_PROTEINS,graph,False,,,64,2,8,1,skipconcat,False,prelu,0.6,max,adam,0.1,99,0.5674,0.0065,134522.0,0.0962,0.0043,0.7261,0.0025,0.661,0.0033,0.6312,0.0099,0.6457,0.0046,0.7774,0.0035
bn,PyG,TU_PROTEINS,graph,False,,,64,2,8,1,skipconcat,True,prelu,0.6,max,adam,0.1,99,0.5318,0.0043,135122.0,0.0951,0.0068,0.7405,0.0141,0.6747,0.02,0.6647,0.0177,0.6695,0.0171,0.8024,0.0057
bn,PyG,TU_PROTEINS,graph,False,,,64,3,8,2,skipconcat,False,relu,0.0,add,adam,0.001,399,0.1153,0.0494,138653.0,0.021,0.0009,0.961,0.0218,0.9301,0.0307,0.9752,0.024,0.9521,0.0268,0.9926,0.0064
bn,PyG,TU_PROTEINS,graph,False,,,64,3,8,2,skipconcat,True,relu,0.0,add,adam,0.001,399,0.0355,0.0061,139333.0,0.0628,0.0043,0.9905,0.0014,0.9857,0.004,0.9904,0.0028,0.9881,0.0018,0.9994,0.0002
bn,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,32,1,4,1,stack,False,prelu,0.3,add,sgd,0.01,399,0.8723,0.0488,134851.0,0.018,0.0002,0.5964,0.0583,,,,,,,,
bn,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,32,1,4,1,stack,True,prelu,0.3,add,sgd,0.01,399,0.1534,0.0349,134286.0,0.0172,0.0008,0.9347,0.0122,,,,,,,,
bn,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,32,2,2,2,skipsum,False,prelu,0.3,mean,adam,0.001,399,0.3624,0.0384,134851.0,0.0135,0.0017,0.8611,0.0202,,,,,,,,
bn,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,32,2,2,2,skipsum,True,prelu,0.3,mean,adam,0.001,399,0.1777,0.0164,134286.0,0.0171,0.0017,0.9347,0.0101,,,,,,,,
bn,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,32,2,8,3,skipconcat,False,relu,0.6,max,adam,0.1,199,1.6073,0.0014,136713.0,0.0546,0.0009,0.2157,0.0069,,,,,,,,
bn,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,32,2,8,3,skipconcat,True,relu,0.6,max,adam,0.1,199,0.7793,0.0285,137441.0,0.0296,0.0054,0.6209,0.0489,,,,,,,,
bn,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,64,3,6,1,skipsum,False,swish,0.0,add,sgd,0.001,399,0.1352,0.0201,134277.0,0.0449,0.005,0.9543,0.0083,,,,,,,,
bn,nx,scalefree,graph,True,node_clustering_coefficient,graph_path_len,64,3,6,1,skipsum,True,swish,0.0,add,sgd,0.001,399,0.0869,0.0105,135429.0,0.0615,0.0044,0.9722,0.0101,,,,,,,,
bn,nx,scalefree,graph,True,node_const,graph_path_len,16,1,2,2,skipsum,False,swish,0.0,max,sgd,0.1,399,1.6073,0.0013,133957.0,0.0107,0.0004,0.2157,0.0069,,,,,,,,
bn,nx,scalefree,graph,True,node_const,graph_path_len,16,1,2,2,skipsum,True,swish,0.0,max,sgd,0.1,399,1.6073,0.0014,134789.0,0.0094,0.0008,0.2157,0.0069,,,,,,,,
bn,nx,scalefree,graph,True,node_const,graph_path_len,32,1,6,3,skipsum,False,relu,0.3,add,adam,0.001,99,0.739,0.0403,134277.0,0.0195,0.0002,0.6683,0.026,,,,,,,,
bn,nx,scalefree,graph,True,node_const,graph_path_len,32,1,6,3,skipsum,True,relu,0.3,add,adam,0.001,99,0.5844,0.0219,135429.0,0.0358,0.0014,0.732,0.0083,,,,,,,,
bn,nx,scalefree,graph,True,node_const,graph_path_len,32,2,8,2,skipsum,False,swish,0.0,max,adam,0.1,399,1.6073,0.0014,135360.0,0.0218,0.0006,0.2157,0.0069,,,,,,,,
bn,nx,scalefree,graph,True,node_const,graph_path_len,32,2,8,2,skipsum,True,swish,0.0,max,adam,0.1,399,1.6073,0.0014,134297.0,0.0455,0.001,0.2157,0.0069,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,16,1,8,3,skipconcat,False,relu,0.3,mean,adam,0.1,199,1.6073,0.0014,136011.0,0.0557,0.005,0.2157,0.0069,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,16,1,8,3,skipconcat,True,relu,0.3,mean,adam,0.1,199,0.8528,0.0378,136713.0,0.022,0.0011,0.5702,0.034,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,16,3,4,2,skipconcat,False,prelu,0.3,max,adam,0.001,199,0.5373,0.0385,136086.0,0.0182,0.0016,0.7533,0.035,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,16,3,4,2,skipconcat,True,prelu,0.3,max,adam,0.001,199,0.7003,0.0537,136806.0,0.0202,0.0033,0.6977,0.0122,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,32,2,6,3,skipsum,False,relu,0.3,mean,adam,0.01,99,1.6074,0.0011,134920.0,0.0177,0.0009,0.2157,0.0069,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,32,2,6,3,skipsum,True,relu,0.3,mean,adam,0.01,99,0.4717,0.037,133925.0,0.026,0.0031,0.8006,0.0284,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,32,3,2,3,skipconcat,False,relu,0.6,add,adam,0.001,399,0.6979,0.0247,135665.0,0.0252,0.0005,0.6814,0.016,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,32,3,2,3,skipconcat,True,relu,0.6,add,adam,0.001,399,0.6548,0.0666,136501.0,0.0411,0.0011,0.7059,0.0418,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,32,3,6,3,skipconcat,False,relu,0.6,mean,sgd,0.1,399,,,134051.0,0.0176,0.002,0.1945,0.0129,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,32,3,6,3,skipconcat,True,relu,0.6,mean,sgd,0.1,399,0.677,0.0106,134810.0,0.0222,0.0006,0.6602,0.0227,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,64,3,8,2,skipconcat,False,relu,0.3,mean,sgd,0.01,99,1.6074,0.0015,140153.0,0.0265,0.0004,0.2141,0.0092,,,,,,,,
bn,nx,scalefree,graph,True,node_onehot,graph_path_len,64,3,8,2,skipconcat,True,relu,0.3,mean,sgd,0.01,99,0.64,0.0276,140833.0,0.0295,0.0019,0.719,0.034,,,,,,,,
bn,nx,scalefree,graph,True,node_pagerank,graph_path_len,64,2,4,2,skipconcat,False,relu,0.6,add,adam,0.01,199,0.6286,0.0363,136828.0,0.0186,0.0005,0.7059,0.0243,,,,,,,,
bn,nx,scalefree,graph,True,node_pagerank,graph_path_len,64,2,4,2,skipconcat,True,relu,0.6,add,adam,0.01,199,0.4637,0.0182,137499.0,0.025,0.0013,0.8006,0.0201,,,,,,,,
bn,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,16,1,2,3,skipconcat,False,swish,0.6,max,sgd,0.01,99,0.8869,0.0145,137205.0,0.0119,0.0014,0.6114,0.0048,,,,,,,,
bn,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,16,1,2,3,skipconcat,True,swish,0.6,max,sgd,0.01,99,0.9633,0.0022,134542.0,0.041,0.0019,0.5709,0.002,,,,,,,,
bn,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,16,1,4,3,stack,False,relu,0.0,mean,adam,0.01,99,1.4537,0.2201,134833.0,0.0124,0.0012,0.2968,0.1334,,,,,,,,
bn,nx,scalefree,node,True,node_clustering_coefficient,node_pagerank,16,1,4,3,stack,True,relu,0.0,mean,adam,0.01,99,0.8722,0.0037,134069.0,0.016,0.0027,0.6193,0.0022,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,2,2,2,skipconcat,False,relu,0.6,max,adam,0.1,199,1.4629,0.0056,135951.0,0.0163,0.0005,0.3536,0.0062,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,2,2,2,skipconcat,True,relu,0.6,max,adam,0.1,199,1.2093,0.0038,136658.0,0.0219,0.0009,0.4584,0.0015,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,2,4,1,stack,False,swish,0.0,mean,sgd,0.01,99,1.5759,0.0006,134789.0,0.0435,0.0031,0.269,0.0005,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,2,4,1,stack,True,swish,0.0,mean,sgd,0.01,99,1.5641,0.002,134118.0,0.0381,0.0019,0.2909,0.0083,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,2,4,2,skipsum,False,prelu,0.6,mean,sgd,0.001,399,1.5757,0.0009,134834.0,0.024,0.0013,0.2762,0.0025,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,2,4,2,skipsum,True,prelu,0.6,mean,sgd,0.001,399,1.511,0.0034,134070.0,0.0568,0.0086,0.3198,0.0013,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,3,6,3,stack,False,swish,0.3,add,sgd,0.1,199,1.3727,0.0055,135360.0,0.0178,0.0015,0.4006,0.0018,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,32,3,6,3,stack,True,swish,0.3,add,sgd,0.1,199,1.0166,0.0019,134297.0,0.0511,0.0044,0.519,0.0007,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,64,1,4,1,skipconcat,False,prelu,0.6,max,adam,0.01,199,1.156,0.0128,136971.0,0.0244,0.0047,0.5027,0.0063,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,64,1,4,1,skipconcat,True,prelu,0.6,max,adam,0.01,199,1.1281,0.0121,137546.0,0.0462,0.0172,0.5161,0.0037,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,64,1,4,1,skipsum,False,relu,0.3,mean,sgd,0.001,399,1.5769,0.0008,134850.0,0.0392,0.0034,0.2673,0.0042,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_clustering_coefficient,64,1,4,1,skipsum,True,relu,0.3,mean,sgd,0.001,399,1.5057,0.0052,134285.0,0.0265,0.0019,0.3448,0.0082,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,32,2,2,3,stack,False,swish,0.6,add,sgd,0.001,399,1.6107,0.0006,134789.0,0.0155,0.0028,0.2181,0.0008,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,32,2,2,3,stack,True,swish,0.6,add,sgd,0.001,399,1.1153,0.0152,134118.0,0.0166,0.0018,0.4895,0.0091,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,32,2,4,3,stack,False,relu,0.6,max,sgd,0.01,199,1.572,0.0062,134676.0,0.0152,0.0025,0.2678,0.0087,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,32,2,4,3,stack,True,relu,0.6,max,sgd,0.01,199,1.5029,0.0262,133829.0,0.0221,0.0008,0.3343,0.0193,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,64,1,8,1,skipconcat,False,prelu,0.0,add,sgd,0.001,99,1.564,0.0084,137927.0,0.0298,0.0019,0.2987,0.0181,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,64,1,8,1,skipconcat,False,swish,0.0,mean,sgd,0.001,99,1.6094,0.0,137926.0,0.0322,0.0035,0.203,0.0007,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,64,1,8,1,skipconcat,True,prelu,0.0,add,sgd,0.001,99,1.4964,0.0121,138476.0,0.0349,0.0025,0.4511,0.0105,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,64,1,8,1,skipconcat,True,swish,0.0,mean,sgd,0.001,99,1.609,0.0031,138475.0,0.0368,0.0075,0.2092,0.0194,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,64,3,2,2,skipsum,False,relu,0.0,add,sgd,0.1,199,1.5821,0.0205,134789.0,0.0307,0.007,0.288,0.0681,,,,,,,,
bn,nx,scalefree,node,True,node_const,node_pagerank,64,3,2,2,skipsum,True,relu,0.0,add,sgd,0.1,199,1.6064,0.0017,134118.0,0.0243,0.0015,0.2683,0.0455,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_clustering_coefficient,16,1,6,1,skipconcat,False,relu,0.0,add,adam,0.001,399,0.7012,0.0249,138645.0,0.0127,0.0016,0.7159,0.013,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_clustering_coefficient,16,1,6,1,skipconcat,True,relu,0.0,add,adam,0.001,399,0.6213,0.0099,135806.0,0.0556,0.0109,0.7643,0.0065,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_clustering_coefficient,16,1,8,2,stack,False,swish,0.6,add,adam,0.01,99,1.4771,0.0045,134920.0,0.017,0.0014,0.35,0.0043,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_clustering_coefficient,16,1,8,2,stack,True,swish,0.6,add,adam,0.01,99,1.0542,0.0065,133925.0,0.0272,0.0037,0.5151,0.0025,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_clustering_coefficient,64,3,6,1,skipsum,False,prelu,0.3,max,adam,0.001,99,1.236,0.0143,134278.0,0.0242,0.0012,0.4667,0.0101,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_clustering_coefficient,64,3,6,1,skipsum,True,prelu,0.3,max,adam,0.001,99,1.2029,0.0135,135430.0,0.0356,0.0028,0.4887,0.0089,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_pagerank,16,1,4,2,skipconcat,False,relu,0.0,mean,adam,0.1,199,1.6094,0.0,137397.0,0.0125,0.0005,0.203,0.0007,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_pagerank,16,1,4,2,skipconcat,True,relu,0.0,mean,adam,0.1,199,0.7924,0.0474,138017.0,0.0151,0.0009,0.6576,0.0228,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_pagerank,32,1,6,3,stack,False,prelu,0.3,add,sgd,0.01,399,1.2589,0.0025,134278.0,0.0187,0.0025,0.4599,0.0011,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_pagerank,32,1,6,3,stack,True,prelu,0.3,add,sgd,0.01,399,0.3885,0.0095,135430.0,0.0253,0.0047,0.8362,0.0045,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_pagerank,32,1,8,2,skipconcat,False,relu,0.0,max,sgd,0.001,199,1.5957,0.0012,137773.0,0.0684,0.0049,0.3361,0.0078,,,,,,,,
bn,nx,scalefree,node,True,node_onehot,node_pagerank,32,1,8,2,skipconcat,True,relu,0.0,max,sgd,0.001,199,0.6547,0.0107,138385.0,0.0677,0.0026,0.747,0.0062,,,,,,,,
bn,nx,scalefree,node,True,node_pagerank,node_clustering_coefficient,16,2,8,3,skipconcat,False,prelu,0.6,add,adam,0.01,399,1.1611,0.1601,136714.0,0.0919,0.0089,0.4788,0.0569,,,,,,,,
bn,nx,scalefree,node,True,node_pagerank,node_clustering_coefficient,16,2,8,3,skipconcat,True,prelu,0.6,add,adam,0.01,399,0.9471,0.0142,137442.0,0.0253,0.0015,0.5703,0.0067,,,,,,,,
bn,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,32,2,6,3,skipsum,False,relu,0.3,max,sgd,0.1,99,,,134920.0,0.0447,0.0073,0.1994,0.0266,,,,,,,,
bn,nx,smallworld,graph,True,node_clustering_coefficient,graph_path_len,32,2,6,3,skipsum,True,relu,0.3,max,sgd,0.1,99,0.5456,0.0387,133925.0,0.0242,0.0029,0.7843,0.0318,,,,,,,,
bn,nx,smallworld,graph,True,node_const,graph_path_len,16,1,2,3,stack,False,prelu,0.6,max,adam,0.1,399,1.6048,0.0015,134851.0,0.0127,0.001,0.2222,0.0092,,,,,,,,
bn,nx,smallworld,graph,True,node_const,graph_path_len,16,1,2,3,stack,True,prelu,0.6,max,adam,0.1,399,1.0473,0.0268,134286.0,0.0549,0.0083,0.5278,0.0241,,,,,,,,
bn,nx,smallworld,graph,True,node_const,graph_path_len,64,3,2,3,stack,False,relu,0.0,mean,sgd,0.001,99,1.6053,0.0011,134833.0,0.0389,0.0037,0.219,0.0023,,,,,,,,
bn,nx,smallworld,graph,True,node_const,graph_path_len,64,3,2,3,stack,True,relu,0.0,mean,sgd,0.001,99,1.6298,0.0941,134069.0,0.0394,0.0005,0.2696,0.0734,,,,,,,,
bn,nx,smallworld,graph,True,node_onehot,graph_path_len,16,2,4,3,skipsum,False,relu,0.6,add,sgd,0.1,199,,,134676.0,0.0128,0.0016,0.1977,0.0257,,,,,,,,
bn,nx,smallworld,graph,True,node_onehot,graph_path_len,16,2,4,3,skipsum,True,relu,0.6,add,sgd,0.1,199,0.8418,0.0316,133829.0,0.0167,0.0033,0.6667,0.0106,,,,,,,,
bn,nx,smallworld,graph,True,node_onehot,graph_path_len,16,3,6,1,stack,False,prelu,0.0,add,adam,0.1,99,1.6053,0.0013,134278.0,0.0165,0.0011,0.219,0.0023,,,,,,,,
bn,nx,smallworld,graph,True,node_onehot,graph_path_len,16,3,6,1,stack,True,prelu,0.0,add,adam,0.1,99,0.8025,0.0709,135430.0,0.0195,0.0018,0.6258,0.0541,,,,,,,,
bn,nx,smallworld,graph,True,node_onehot,graph_path_len,64,2,2,2,stack,False,relu,0.3,mean,sgd,0.01,99,1.6053,0.0012,134850.0,0.0381,0.0027,0.2157,0.004,,,,,,,,
bn,nx,smallworld,graph,True,node_onehot,graph_path_len,64,2,2,2,stack,True,relu,0.3,mean,sgd,0.01,99,0.9759,0.0133,134285.0,0.0242,0.005,0.5621,0.0189,,,,,,,,
bn,nx,smallworld,graph,True,node_onehot,graph_path_len,64,3,8,2,stack,False,prelu,0.3,mean,sgd,0.001,199,1.596,0.0149,133749.0,0.0235,0.0021,0.2761,0.0295,,,,,,,,
bn,nx,smallworld,graph,True,node_onehot,graph_path_len,64,3,8,2,stack,True,prelu,0.3,mean,sgd,0.001,199,0.7785,0.0345,135057.0,0.0346,0.0042,0.6814,0.0106,,,,,,,,
bn,nx,smallworld,graph,True,node_pagerank,graph_path_len,16,3,4,3,stack,False,swish,0.6,max,sgd,0.01,399,1.6067,0.0023,134277.0,0.0142,0.0003,0.2304,0.0367,,,,,,,,
bn,nx,smallworld,graph,True,node_pagerank,graph_path_len,16,3,4,3,stack,True,swish,0.6,max,sgd,0.01,399,0.8118,0.0557,135429.0,0.0153,0.0016,0.6487,0.0359,,,,,,,,
bn,nx,smallworld,graph,True,node_pagerank,graph_path_len,32,1,4,1,skipsum,False,swish,0.0,max,sgd,0.1,399,1.6065,0.0016,134850.0,0.0355,0.004,0.2173,0.0023,,,,,,,,
bn,nx,smallworld,graph,True,node_pagerank,graph_path_len,32,1,4,1,skipsum,True,swish,0.0,max,sgd,0.1,399,0.0177,0.0101,134285.0,0.0175,0.0017,0.9918,0.0023,,,,,,,,
bn,nx,smallworld,graph,True,node_pagerank,graph_path_len,64,2,6,3,skipsum,False,relu,0.3,add,sgd,0.001,399,0.9735,0.1548,134920.0,0.0269,0.0024,0.5638,0.0936,,,,,,,,
bn,nx,smallworld,graph,True,node_pagerank,graph_path_len,64,2,6,3,skipsum,True,relu,0.3,add,sgd,0.001,399,0.532,0.1184,133925.0,0.0263,0.0031,0.781,0.0555,,,,,,,,
bn,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,16,1,6,1,skipconcat,False,prelu,0.3,add,adam,0.001,199,0.8984,0.0973,138646.0,0.0211,0.0048,0.6765,0.0391,,,,,,,,
bn,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,16,1,6,1,skipconcat,True,prelu,0.3,add,adam,0.001,199,0.5409,0.0045,135807.0,0.0217,0.0042,0.7933,0.0026,,,,,,,,
bn,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,32,3,6,1,skipsum,False,prelu,0.0,mean,adam,0.001,399,1.0254,0.0184,134278.0,0.0216,0.0005,0.6043,0.0073,,,,,,,,
bn,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,32,3,6,1,skipsum,True,prelu,0.0,mean,adam,0.001,399,0.8709,0.0267,135430.0,0.0261,0.0011,0.6687,0.0139,,,,,,,,
bn,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,64,2,8,2,skipconcat,False,relu,0.3,add,sgd,0.001,99,1.6068,0.0021,138963.0,0.032,0.0029,0.2181,0.0066,,,,,,,,
bn,nx,smallworld,node,True,node_clustering_coefficient,node_pagerank,64,2,8,2,skipconcat,True,relu,0.3,add,sgd,0.001,99,1.7203,0.019,139609.0,0.0329,0.0017,0.3347,0.006,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_clustering_coefficient,16,2,4,1,stack,False,swish,0.0,add,adam,0.1,399,1.5564,0.0058,134789.0,0.0142,0.0004,0.2874,0.0052,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_clustering_coefficient,16,2,4,1,stack,True,swish,0.0,add,adam,0.1,399,1.2007,0.016,134118.0,0.0154,0.0033,0.4764,0.0112,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_clustering_coefficient,64,3,6,1,skipconcat,False,swish,0.0,add,adam,0.001,99,1.5308,0.0016,137033.0,0.0299,0.0012,0.3021,0.0035,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_clustering_coefficient,64,3,6,1,skipconcat,True,swish,0.0,add,adam,0.001,99,1.3623,0.0102,137717.0,0.0444,0.0175,0.4263,0.0123,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_pagerank,16,1,4,3,skipsum,False,prelu,0.0,max,adam,0.1,399,1.6094,0.0,134834.0,0.0546,0.0078,0.2025,0.0005,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_pagerank,16,1,4,3,skipsum,True,prelu,0.0,max,adam,0.1,399,1.6094,0.0,134070.0,0.0212,0.0031,0.2025,0.0005,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_pagerank,32,3,4,2,stack,False,prelu,0.6,mean,adam,0.01,199,1.6094,0.0,134677.0,0.0206,0.0058,0.2025,0.0005,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_pagerank,32,3,4,2,stack,True,prelu,0.6,mean,adam,0.01,199,1.5823,0.0019,133830.0,0.0243,0.0035,0.2518,0.004,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_pagerank,64,1,6,3,stack,False,relu,0.3,mean,adam,0.001,399,1.5937,0.0112,134277.0,0.0567,0.0109,0.2331,0.0215,,,,,,,,
bn,nx,smallworld,node,True,node_const,node_pagerank,64,1,6,3,stack,True,relu,0.3,mean,adam,0.001,399,1.5401,0.0009,135429.0,0.0318,0.0012,0.2855,0.003,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,16,1,2,1,stack,False,prelu,0.6,mean,adam,0.01,399,1.6048,0.0002,134901.0,0.0115,0.0011,0.233,0.0015,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,16,1,2,1,stack,True,prelu,0.6,mean,adam,0.01,399,1.4818,0.0037,134626.0,0.0135,0.0016,0.348,0.0028,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,16,1,4,3,skipsum,False,swish,0.0,add,adam,0.1,99,1.596,0.0124,134833.0,0.0203,0.0032,0.2499,0.0253,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,16,1,4,3,skipsum,True,swish,0.0,add,adam,0.1,99,1.1213,0.0286,134069.0,0.0425,0.004,0.5078,0.0138,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,16,3,8,2,skipsum,False,prelu,0.3,max,adam,0.1,399,1.6048,0.0003,133749.0,0.0222,0.0018,0.233,0.0015,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,16,3,8,2,skipsum,True,prelu,0.3,max,adam,0.1,399,1.2381,0.0124,135057.0,0.0296,0.0016,0.4546,0.0018,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,32,3,2,3,stack,False,swish,0.6,mean,sgd,0.1,199,1.5689,0.0027,134833.0,0.0191,0.0025,0.2878,0.0026,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_clustering_coefficient,32,3,2,3,stack,True,swish,0.6,mean,sgd,0.1,199,1.5663,0.0025,134069.0,0.0167,0.0019,0.2928,0.0023,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_pagerank,16,3,8,1,skipsum,False,relu,0.6,max,adam,0.001,399,1.4175,0.0027,135360.0,0.0259,0.0065,0.3833,0.0061,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_pagerank,16,3,8,1,skipsum,True,relu,0.6,max,adam,0.001,399,1.3434,0.0068,134297.0,0.0268,0.0026,0.4205,0.0033,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_pagerank,64,2,8,1,skipconcat,False,relu,0.3,max,sgd,0.1,99,1.5944,0.0002,137165.0,0.0695,0.0059,0.2623,0.002,,,,,,,,
bn,nx,smallworld,node,True,node_onehot,node_pagerank,64,2,8,1,skipconcat,True,relu,0.3,max,sgd,0.1,99,1.5847,0.0009,137765.0,0.0371,0.0011,0.2766,0.0005,,,,,,,,
bn,nx,smallworld,node,True,node_pagerank,node_clustering_coefficient,16,3,2,3,skipconcat,False,relu,0.0,mean,adam,0.01,399,1.6048,0.0003,135665.0,0.0368,0.0045,0.233,0.0015,,,,,,,,
bn,nx,smallworld,node,True,node_pagerank,node_clustering_coefficient,16,3,2,3,skipconcat,True,relu,0.0,mean,adam,0.01,399,0.3658,0.0121,136501.0,0.0189,0.003,0.8664,0.0039,,,,,,,,
bn,nx,smallworld,node,True,node_pagerank,node_clustering_coefficient,64,3,6,3,skipsum,False,swish,0.0,add,sgd,0.001,199,1.5703,0.0036,135360.0,0.0456,0.0063,0.3016,0.0026,,,,,,,,
bn,nx,smallworld,node,True,node_pagerank,node_clustering_coefficient,64,3,6,3,skipsum,True,swish,0.0,add,sgd,0.001,199,1.0056,0.0107,134297.0,0.0318,0.0021,0.5666,0.0043,,,,,,,,
drop,PyG,AmazonComputers,node,True,,,32,1,4,1,stack,False,prelu,0.0,mean,adam,0.001,399,0.4938,0.0035,274831.0,0.1352,0.003,0.8827,0.0042,,,,,,,,
drop,PyG,AmazonComputers,node,True,,,32,1,4,1,stack,False,prelu,0.3,mean,adam,0.001,399,0.5816,0.0085,274831.0,0.2089,0.0378,0.8726,0.0021,,,,,,,,
drop,PyG,AmazonComputers,node,True,,,32,1,4,1,stack,False,prelu,0.6,mean,adam,0.001,399,0.7606,0.0058,274831.0,0.2987,0.0484,0.8618,0.0015,,,,,,,,
drop,PyG,AmazonComputers,node,True,,,32,1,6,3,skipsum,False,prelu,0.0,max,adam,0.1,99,1.883,0.0565,234533.0,0.2151,0.0301,0.3772,0.0005,,,,,,,,
drop,PyG,AmazonComputers,node,True,,,32,1,6,3,skipsum,False,prelu,0.3,max,adam,0.1,99,1.8232,0.0665,234533.0,0.306,0.0633,0.3779,0.0014,,,,,,,,
drop,PyG,AmazonComputers,node,True,,,32,1,6,3,skipsum,False,prelu,0.6,max,adam,0.1,99,1.8592,0.0036,234533.0,0.1978,0.0398,0.3766,0.0018,,,,,,,,
